"","mz","polarity","p_value"
"1",70.0650046591191,"positive",2.88320988112926
"2",71.4385728149841,"positive",3.86505544433313
"3",73.0086769518628,"positive",4.04986015684011
"4",73.2717868930144,"positive",5.85668301642424
"5",75.4372488671767,"positive",2.7439548922858
"6",77.5143005458845,"positive",1.58026257434616
"7",81.069795355829,"positive",5.51657122366103
"8",81.0698322361237,"positive",1.6120914043742
"9",93.0696406564484,"positive",7.63770723018371
"10",95.0126069617351,"positive",1.70590041885415
"11",95.0853915981942,"positive",6.03232595097751
"12",96.0442797723783,"positive",4.29739710844636
"13",96.0887116342545,"positive",6.30713535621328
"14",97.0475574023669,"positive",1.81118318811907
"15",98.0600329661703,"positive",2.96478774409547
"16",104.106999698802,"positive",3.99389085445593
"17",105.069969541621,"positive",6.41692033364017
"18",106.049630456669,"positive",1.8633184059788
"19",107.08521978638,"positive",4.37386893740404
"20",109.101011607698,"positive",4.04986015684011
"21",111.080266754875,"positive",1.75042410270909
"22",111.080249173653,"positive",2.76159687450354
"23",117.069633603606,"positive",3.15074374625986
"24",119.085289005201,"positive",3.84526338237473
"25",120.985390021211,"positive",1.77723647337283
"26",121.028196036894,"positive",1.77723647337283
"27",121.064720169636,"positive",1.38493996074373
"28",121.100973023714,"positive",5.84746509848728
"29",122.031495897711,"positive",1.86219214348364
"30",122.104313975182,"positive",4.1666863602672
"31",123.007445267805,"positive",6.66107731403871
"32",123.007584386742,"positive",3.04669718558845
"33",123.116608940838,"positive",5.40527784339759
"34",126.054912094308,"positive",4.17943519613993
"35",128.106951870786,"positive",1.59587706442069
"36",133.101080486351,"positive",1.69394223872553
"37",134.068060059488,"positive",2.29392788783752
"38",135.116737940533,"positive",2.32878209743881
"39",135.116706865059,"positive",8.51201094361259
"40",136.120153962895,"positive",7.8676427554165
"41",138.002794137697,"positive",2.78926546948331
"42",138.054934482211,"positive",6.98157883446368
"43",138.107307795466,"positive",2.77629482666058
"44",139.05825107312,"positive",3.55233296857871
"45",140.059202904385,"positive",3.90431315941686
"46",141.018150601175,"positive",7.32323426141511
"47",142.021578079624,"positive",1.83679834518213
"48",144.065516487501,"positive",3.71215660945697
"49",145.068845626361,"positive",3.3215728552965
"50",145.097169522923,"positive",3.6585502747418
"51",147.116746274731,"positive",6.7668238746496
"52",148.039298711712,"positive",2.236179043643
"53",149.043268781426,"positive",3.36898870813723
"54",149.042701090266,"positive",1.54585090957692
"55",149.132442091562,"positive",7.0122363197081
"56",149.132482543978,"positive",1.83921153426068
"57",150.135785611506,"positive",7.27157949183741
"58",151.111710934672,"positive",1.67697129691383
"59",155.033814344993,"positive",4.26464980627857
"60",157.064931882435,"positive",8.27214337709918
"61",158.068222978525,"positive",4.97189971519175
"62",159.028722643953,"positive",6.07367901953549
"63",159.02890054277,"positive",4.26464980627857
"64",159.080426651746,"positive",3.73681912377333
"65",160.032094243528,"positive",6.87975613828505
"66",160.032219104233,"positive",3.79106766382512
"67",160.133159300855,"positive",2.24734508569603
"68",161.136441389699,"positive",2.08462205682944
"69",161.132410821874,"positive",6.72802645126378
"70",162.112303738162,"positive",1.39629913912043
"71",163.147927714183,"positive",7.19535507551717
"72",164.151353633177,"positive",2.04148267266327
"73",165.138637738343,"positive",1.39629913912043
"74",165.163693351038,"positive",5.05242590626431
"75",166.003327486521,"positive",1.64151450564709
"76",166.141349296591,"positive",1.31088355162084
"77",167.075353600874,"positive",1.42844273926489
"78",167.07025574828,"positive",1.36308546508662
"79",167.117820493641,"positive",2.23430968024191
"80",168.065482998686,"positive",5.28209458055982
"81",169.068837661181,"positive",2.59974125378748
"82",170.567049783168,"positive",2.38435304123919
"83",171.577697119982,"positive",1.42707698379969
"84",172.060238583397,"positive",2.04894529542715
"85",172.057172555789,"positive",2.1265520977981
"86",172.096760245882,"positive",1.44612916096047
"87",173.100053830443,"positive",1.3637805721494
"88",174.577407848877,"positive",1.39752040794762
"89",175.148054606897,"positive",7.63770723018371
"90",176.151398526813,"positive",6.36895508939859
"91",177.163684757906,"positive",2.88890249337412
"92",178.086310327752,"positive",2.05738733644701
"93",180.087958658175,"positive",2.38306472886498
"94",181.122225109177,"positive",1.35227068476706
"95",186.076100441217,"positive",6.12026235971037
"96",187.079353829387,"positive",6.50719486636639
"97",187.107548617607,"positive",2.34741484523973
"98",187.14803805469,"positive",3.94497331643775
"99",188.080087131578,"positive",2.58756068108831
"100",189.163656972921,"positive",6.13597921434646
"101",190.166980677708,"positive",7.45721172671072
"102",191.054867726967,"positive",6.12210929843984
"103",192.058304286191,"positive",2.21792983490199
"104",194.084483684789,"positive",2.33972135775639
"105",194.065977945624,"positive",2.39777544867137
"106",194.103712690726,"positive",2.35034379367134
"107",196.060323283813,"positive",1.86805723669701
"108",197.063644113691,"positive",1.53146978747687
"109",197.096124777556,"positive",5.71623406061353
"110",201.163732296478,"positive",3.02619965725226
"111",202.107388401147,"positive",2.72245367872134
"112",203.139054538496,"positive",2.57322205072156
"113",203.179286436605,"positive",2.84555567362853
"114",203.232471905714,"positive",1.511405996854
"115",203.992546878146,"positive",1.61783173411845
"116",204.029360514118,"positive",2.90122986478774
"117",204.086582073384,"positive",2.59494247058454
"118",204.141747272111,"positive",5.31791839386505
"119",204.134290441775,"positive",2.22237915608174
"120",204.182618158654,"positive",1.68572428066348
"121",204.216982680117,"positive",2.98004375777577
"122",205.089880223192,"positive",4.15448425994853
"123",205.12636316279,"positive",2.6447415092576
"124",206.090403644318,"positive",6.82560129344969
"125",206.11749721289,"positive",2.43059385500965
"126",206.138714008775,"positive",1.79854861767143
"127",209.636619847566,"positive",1.789162847727
"128",211.107682401523,"positive",1.84499894676854
"129",213.163386970619,"positive",1.82614572831233
"130",215.179119525563,"positive",1.75287213379911
"131",215.179224191278,"positive",6.91241809405959
"132",215.17931708076,"positive",3.43786460491111
"133",215.179166701557,"positive",1.4329497069298
"134",216.182576938375,"positive",5.93365191295709
"135",217.194861676167,"positive",6.41692033364017
"136",218.138582044857,"positive",5.5264920825337
"137",218.175025619696,"positive",1.4665571855681
"138",219.133850594158,"positive",2.93757853836542
"139",219.141933348004,"positive",1.41064073104063
"140",219.1418700093,"positive",4.50389698717978
"141",220.142955793704,"positive",3.21103438476996
"142",222.097058551873,"positive",6.96809526193401
"143",226.107327793199,"positive",2.32047308506036
"144",227.179143149758,"positive",7.96598532518449
"145",228.146091459709,"positive",6.23278965113779
"146",228.145528339657,"positive",1.40393633705727
"147",229.194810663356,"positive",6.82560129344969
"148",229.230015972786,"positive",1.36730741302122
"149",230.198249845585,"positive",6.58908972935515
"150",231.121996612892,"positive",2.32878209743881
"151",231.170157538091,"positive",1.86812113794473
"152",231.210457958526,"positive",8.92211106288098
"153",231.210460374759,"positive",2.568753010032
"154",232.154150520127,"positive",1.45548667834993
"155",233.112989083231,"positive",2.36833176507443
"156",233.189801678182,"positive",1.75096131807395
"157",234.097026618391,"positive",1.34443391816024
"158",234.158663927005,"positive",1.61001899059739
"159",235.161994167161,"positive",2.07758953792427
"160",240.102006321628,"positive",1.90795325656691
"161",241.105245505152,"positive",1.46995291522626
"162",246.144463543693,"positive",1.3637805721494
"163",248.175135458226,"positive",2.3072744819634
"164",251.1134569712,"positive",1.44826212221097
"165",251.138876596293,"positive",2.1981067734369
"166",252.182418857917,"positive",3.14621144428394
"167",253.117980779507,"positive",1.44015220979312
"168",253.143483217187,"positive",1.86095868022717
"169",253.194716378806,"positive",2.50595241472118
"170",253.194787901789,"positive",3.73861995333741
"171",254.149713753375,"positive",2.88374575146066
"172",254.16142968604,"positive",4.66175455789055
"173",255.08376401184,"positive",1.52358313301676
"174",255.158921736737,"positive",2.84788048425352
"175",255.173781555502,"positive",4.83538282168377
"176",255.210438354137,"positive",1.53007439455947
"177",255.210384646764,"positive",1.78226196632997
"178",257.226009385445,"positive",3.84812498302174
"179",257.226009616243,"positive",7.8238859144461
"180",257.225914086265,"positive",5.91808323683204
"181",257.226032447863,"positive",7.11900365091606
"182",257.22609726489,"positive",7.05992040301906
"183",257.22611171337,"positive",7.79840571670171
"184",257.226113577578,"positive",1.61126004365138
"185",258.214526758967,"positive",1.63632384676761
"186",258.229383781074,"positive",3.94161400792647
"187",258.229429797272,"positive",3.19728061030105
"188",260.111692724861,"positive",1.31879589393855
"189",262.128282948445,"positive",2.08506108697214
"190",262.164483736183,"positive",1.4063446382984
"191",267.173889903794,"positive",2.94643160905333
"192",269.189624900055,"positive",6.9197811686487
"193",269.189770684855,"positive",5.68939082494128
"194",270.155509496782,"positive",2.31532750048721
"195",270.192801089976,"positive",4.43404895007111
"196",270.192916612868,"positive",3.05334566006212
"197",271.169211863363,"positive",5.75185727728794
"198",271.16893504713,"positive",7.23754200537485
"199",271.205313327407,"positive",3.29331681545617
"200",271.205241384238,"positive",1.44015220979312
"201",271.241635437501,"positive",3.70183021738431
"202",272.069563971735,"positive",1.90795325656691
"203",272.172457803702,"positive",9.72442069127837
"204",272.208595234853,"positive",3.4846838464933
"205",272.245007947052,"positive",3.29669780775389
"206",273.185047928323,"positive",2.60160727744809
"207",273.22101144684,"positive",4.43783042232127
"208",273.220869951298,"positive",3.75125165940459
"209",273.220922321905,"positive",5.83407371781986
"210",274.091822483574,"positive",3.46989661226162
"211",274.16455567312,"positive",1.57191084118112
"212",274.164686579024,"positive",1.71958434252329
"213",275.159721808447,"positive",2.62907248499708
"214",275.167884609805,"positive",1.38256173948544
"215",279.210306484555,"positive",4.47147123652519
"216",279.210633648145,"positive",3.04078166574974
"217",280.15405206451,"positive",1.55211004804729
"218",280.991683032735,"positive",2.00276307705989
"219",281.099297965344,"positive",1.58656578046063
"220",281.225946286806,"positive",6.66107731403871
"221",281.225983545228,"positive",8.74366660857634
"222",281.225951880492,"positive",13.5253870018782
"223",281.226091410032,"positive",3.92628068359482
"224",281.226065685438,"positive",5.38125617348386
"225",282.180944347635,"positive",2.55698609933679
"226",282.22930693268,"positive",4.67409266916086
"227",282.229381955889,"positive",4.14290186142769
"228",282.229429649135,"positive",3.25880962295831
"229",282.229362220118,"positive",10.5119962660032
"230",282.229368198808,"positive",2.31384054237766
"231",282.989680585221,"positive",2.42014615034032
"232",283.241577193868,"positive",7.02772196554427
"233",283.24156595697,"positive",6.12210929843984
"234",283.241653983148,"positive",6.13529683682742
"235",283.241696539218,"positive",8.24471641816525
"236",283.241717289086,"positive",5.69293251453247
"237",283.241760886286,"positive",4.53434685206963
"238",284.080726413095,"positive",1.51436012180625
"239",284.07790932739,"positive",2.17743711955934
"240",284.110365813311,"positive",2.44649176155845
"241",284.123776652061,"positive",5.12228623065409
"242",284.185290875602,"positive",1.48986833725383
"243",284.245018224302,"positive",3.78112264463884
"244",284.245115093193,"positive",7.23754200537485
"245",284.245192297157,"positive",9.67914299465981
"246",284.245063709459,"positive",4.52950642797593
"247",284.245101206925,"positive",3.32643048431554
"248",285.257295785559,"positive",5.60362833701181
"249",285.413126561266,"positive",5.20819535397291
"250",286.200931972003,"positive",2.01558311262084
"251",286.200885043929,"positive",1.36990324906225
"252",286.260649818257,"positive",5.46651652132054
"253",287.159656107189,"positive",1.43923147326783
"254",287.163737462742,"positive",6.20994670635252
"255",287.16390682979,"positive",6.49899959030844
"256",287.163862478305,"positive",4.43783042232127
"257",287.200287392402,"positive",6.3709610797473
"258",287.263819480243,"positive",6.31478300828515
"259",288.167105847069,"positive",7.63770723018371
"260",288.203690856009,"positive",5.45985146695259
"261",288.266381316492,"positive",5.06467977893737
"262",289.102553474315,"positive",1.84273996903123
"263",289.179048138506,"positive",3.36611132808784
"264",289.179646049265,"positive",8.20746601354404
"265",289.215793367721,"positive",3.18160551696055
"266",290.182961933534,"positive",2.17517496290509
"267",290.21921298981,"positive",2.73715360980333
"268",291.11187770199,"positive",1.59958255326345
"269",291.23133515597,"positive",3.17534313289163
"270",291.231244193113,"positive",1.83930552294137
"271",292.102321885153,"positive",3.84812498302174
"272",293.105555283412,"positive",1.94161039779888
"273",293.122811399801,"positive",2.12917658797938
"274",294.116181579233,"positive",2.6232429612987
"275",295.205274327966,"positive",3.4970587664999
"276",296.632492724226,"positive",6.23278965113779
"277",296.642188925356,"positive",1.49239763710447
"278",297.184642455692,"positive",4.43261017774816
"279",297.220980132052,"positive",1.79461262028099
"280",297.220860322285,"positive",6.81372859866884
"281",297.220944449372,"positive",4.32528860447417
"282",297.220896359976,"positive",4.26464980627857
"283",297.220943897373,"positive",5.19131223914892
"284",297.25721377507,"positive",2.81011362934126
"285",298.224264989821,"positive",1.8394608162154
"286",298.224276518558,"positive",4.5200410428677
"287",299.0022581804,"positive",4.44497934718755
"288",299.236465474598,"positive",4.8070013385116
"289",299.236497502045,"positive",13.5253870018782
"290",299.236656233542,"positive",1.954115106561
"291",299.236484086146,"positive",8.6183849661914
"292",299.23652963305,"positive",6.73989873241329
"293",300.239835304504,"positive",8.47365766478128
"294",300.23985857263,"positive",5.09191693570137
"295",300.239855521261,"positive",14.8519330524096
"296",300.239935814423,"positive",2.08506108697214
"297",300.239947518133,"positive",6.44677151927173
"298",300.239883583158,"positive",5.09946786149345
"299",301.000174810457,"positive",2.68770470140948
"300",301.077637286205,"positive",1.373733345281
"301",301.252112100148,"positive",7.06588892870342
"302",301.252093728187,"positive",8.42391583276811
"303",301.252141041166,"positive",7.23754200537485
"304",301.252110697116,"positive",5.67688025403598
"305",301.252323761648,"positive",2.02673991756519
"306",301.25218941826,"positive",4.66175455789055
"307",301.420912288178,"positive",2.57736943770407
"308",302.255442540575,"positive",8.23014709274388
"309",302.268089428116,"positive",5.34433595578983
"310",302.255592236917,"positive",4.39825709575313
"311",302.255617622669,"positive",4.36658098601038
"312",302.255555902472,"positive",3.20230367178126
"313",303.068452059002,"positive",2.55931752116777
"314",303.195103620135,"positive",2.33621362933265
"315",303.258990720979,"positive",1.31550097537017
"316",303.267540070594,"positive",6.91873909554952
"317",303.2588695471,"positive",1.7578903419933
"318",303.258896639033,"positive",2.28397374534826
"319",304.198564724974,"positive",2.57736943770407
"320",304.270950299105,"positive",6.28102231996231
"321",305.043307129956,"positive",1.89186668686418
"322",305.210656721301,"positive",1.79097540122092
"323",305.210567130695,"positive",6.34452062956435
"324",305.210642581938,"positive",7.54496128128435
"325",305.210605798266,"positive",2.95942323102008
"326",305.274608269426,"positive",2.78539360029361
"327",306.214066258374,"positive",6.23278965113779
"328",306.21403222795,"positive",6.59462479225332
"329",307.19020442836,"positive",2.97938882194543
"330",307.226325134571,"positive",2.38435304123919
"331",310.149151067945,"positive",1.51554666255586
"332",310.164460476619,"positive",1.33244812159754
"333",311.147415391684,"positive",2.15332719411387
"334",311.200166364163,"positive",6.37158031026732
"335",312.155167618731,"positive",2.00276307705989
"336",313.219981943795,"positive",1.85462397043422
"337",313.21574028635,"positive",2.20930486675801
"338",314.219152484555,"positive",1.4566579734355
"339",315.104658105256,"positive",2.492948688154
"340",315.133375505624,"positive",1.30531673425373
"341",315.231480148097,"positive",4.70056916632094
"342",315.231442393317,"positive",4.61588150727726
"343",315.231541125842,"positive",4.00793923295531
"344",315.231437318669,"positive",13.5253870018782
"345",315.231466920601,"positive",3.77281416064406
"346",315.231452201707,"positive",1.98242589554769
"347",315.231405548063,"positive",3.77186248805992
"348",316.115354466993,"positive",1.44466609335286
"349",316.235073893896,"positive",6.18805513331291
"350",317.050170975976,"positive",2.04283934929352
"351",317.161113707962,"positive",6.78602884186866
"352",317.174448379672,"positive",5.09946786149345
"353",317.246931445988,"positive",1.87269086376719
"354",317.247044438559,"positive",5.20035008140784
"355",317.247050129322,"positive",8.39917116724362
"356",317.247194464672,"positive",11.955132202842
"357",317.247082073929,"positive",3.25880962295831
"358",317.644171540699,"positive",1.86095868022717
"359",318.250494901153,"positive",6.20296547734024
"360",318.250511643732,"positive",6.44677151927173
"361",318.250552266267,"positive",11.6530866632748
"362",319.033415671289,"positive",1.54032691333002
"363",319.164852762837,"positive",3.1041204311223
"364",319.189946674965,"positive",7.419722064675
"365",319.262618276482,"positive",8.42391583276811
"366",319.262671816553,"positive",3.30836963117352
"367",319.262750858419,"positive",2.32716744884507
"368",319.262716909924,"positive",1.62682226202458
"369",320.168323841714,"positive",2.71176716188061
"370",320.193464909773,"positive",7.0122363197081
"371",320.266098317249,"positive",9.22442166406829
"372",321.171464625274,"positive",1.68572428066348
"373",321.205625913849,"positive",6.48356587799082
"374",321.269254670878,"positive",9.31133956526695
"375",325.143143805508,"positive",6.57725784808319
"376",325.644811802782,"positive",3.73681912377333
"377",326.144162167808,"positive",1.65380486339213
"378",328.247755668176,"positive",2.10590133101626
"379",329.251218429513,"positive",1.61617162920661
"380",330.165463530353,"positive",2.24094163104295
"381",331.098919499161,"positive",1.85068860050584
"382",331.136910811463,"positive",1.81496376137994
"383",331.168989688405,"positive",1.67809315102935
"384",331.22631347492,"positive",6.07712887531601
"385",332.175584759158,"positive",1.91002673658609
"386",332.229666510362,"positive",6.94063803146893
"387",333.048821558096,"positive",1.35411851614508
"388",333.169128475938,"positive",9.34993388700528
"389",333.169363899031,"positive",4.7721351761996
"390",333.241819011944,"positive",1.9528745582356
"391",333.241919021965,"positive",5.86839127562587
"392",333.242112437814,"positive",8.51201094361259
"393",333.241903433875,"positive",8.26790077369949
"394",334.18561172887,"positive",1.62800106859425
"395",334.245441600004,"positive",4.49619630902837
"396",334.245415710725,"positive",4.26464980627857
"397",335.060238701367,"positive",2.44348919679821
"398",335.189055311689,"positive",1.87465824387541
"399",335.257419788354,"positive",6.41329782789332
"400",335.257551504481,"positive",8.27214337709918
"401",335.25751145501,"positive",5.35140649183888
"402",335.257506694974,"positive",2.11465131776143
"403",336.260837527818,"positive",4.58382954133962
"404",336.260990988127,"positive",3.16559163908346
"405",336.261048934644,"positive",1.38489262819998
"406",339.103991711602,"positive",2.17517496290509
"407",341.144885354513,"positive",2.20021317503966
"408",341.244610321701,"positive",1.78129517284048
"409",342.084600775384,"positive",1.36410829151167
"410",342.147815920236,"positive",1.46388109502068
"411",342.632893699811,"positive",2.59287946997699
"412",343.151406817545,"positive",1.39981089817856
"413",345.205751904003,"positive",3.84812498302174
"414",345.205386878331,"positive",1.93993635912708
"415",346.209305304926,"positive",2.24838345421645
"416",347.22125851434,"positive",1.76572295747313
"417",348.227580632873,"positive",1.75042410270909
"418",349.236872766247,"positive",1.61783173411845
"419",349.236838418149,"positive",2.84555567362853
"420",349.236894931343,"positive",3.86772059741495
"421",351.189193293304,"positive",1.67697129691383
"422",351.252582887139,"positive",3.59195188185835
"423",351.252505397502,"positive",5.26542108165955
"424",351.252573825828,"positive",2.82702177558734
"425",352.147756047296,"positive",2.05831397698535
"426",353.150973245389,"positive",1.75042410270909
"427",356.144691527514,"positive",1.47165175765558
"428",357.176359234056,"positive",3.37127247152332
"429",357.212657927311,"positive",2.11529302072466
"430",358.201146025147,"positive",2.3710291015068
"431",359.184825472116,"positive",2.76159687450354
"432",361.138756634791,"positive",1.68761939514895
"433",361.138970337293,"positive",2.45732715195372
"434",361.200963844608,"positive",3.40915096446844
"435",361.20057578608,"positive",1.87825816441907
"436",362.142315516345,"positive",2.15653350930682
"437",362.142401078737,"positive",1.52104657666396
"438",362.204131644097,"positive",2.49186391014385
"439",363.215943258352,"positive",2.21792983490199
"440",363.617738566088,"positive",1.67697129691383
"441",364.219529910845,"positive",2.02673991756519
"442",366.139059563296,"positive",2.29082151852624
"443",366.17661717415,"positive",1.37618888289049
"444",367.247479885128,"positive",1.66256695718025
"445",367.283573781586,"positive",5.71623406061353
"446",369.671795884053,"positive",2.1523827277035
"447",370.073121865263,"positive",1.79273827094209
"448",370.112747843129,"positive",2.7575984122525
"449",377.181361873272,"positive",2.70935370826431
"450",377.195315857597,"positive",3.46170325657053
"451",378.198746628037,"positive",3.23896628437206
"452",378.205611890784,"positive",1.41431270169712
"453",379.135385447065,"positive",1.39486091708035
"454",380.214339929858,"positive",2.00276307705989
"455",381.1762567167,"positive",1.79097540122092
"456",381.226557979097,"positive",4.5200410428677
"457",381.226479074351,"positive",1.55810378436222
"458",381.226570558863,"positive",5.41910670910419
"459",382.230292851844,"positive",4.60004895930056
"460",382.230055675595,"positive",2.21956024194799
"461",383.137812919523,"positive",1.96234738298169
"462",383.293853819592,"positive",1.70590041885415
"463",384.149390763567,"positive",1.73141610286532
"464",387.139222461883,"positive",2.09856641892652
"465",388.142800245272,"positive",1.9070331651979
"466",389.131146545743,"positive",2.29392788783752
"467",390.134086059358,"positive",1.79122601481461
"468",391.210828767253,"positive",5.87888819868783
"469",391.656174698803,"positive",3.08071181282425
"470",391.71085373705,"positive",1.83800793070807
"471",393.156480169993,"positive",4.59666573857776
"472",393.658056161634,"positive",4.13394948379228
"473",395.184681720019,"positive",5.41910670910419
"474",395.293749917762,"positive",2.14509752469857
"475",397.171234503868,"positive",1.35135844890931
"476",399.146716465886,"positive",2.14509752469857
"477",399.263629501872,"positive",2.92059835888249
"478",401.193510027267,"positive",1.33599862194
"479",401.304409054285,"positive",2.76210273204955
"480",401.304391147023,"positive",1.60216936792465
"481",404.242577161533,"positive",2.29392788783752
"482",406.20602425076,"positive",1.35500902005758
"483",408.310218010611,"positive",1.77448624816404
"484",411.150423273852,"positive",2.80319955970149
"485",413.143433161946,"positive",1.38007049915843
"486",415.246965616134,"positive",1.71772749456404
"487",415.320047264178,"positive",2.97514604022176
"488",417.335731084665,"positive",3.98055043526795
"489",419.314927509052,"positive",1.57809621437155
"490",422.212682494038,"positive",3.94395651653697
"491",423.216263123363,"positive",4.10720140802156
"492",424.218033557548,"positive",2.26164371121493
"493",427.174215432106,"positive",4.71167910848442
"494",427.178233329311,"positive",1.38592648769802
"495",427.210760871462,"positive",2.33258824840828
"496",429.190123470553,"positive",7.1071682869685
"497",429.211051877553,"positive",2.61190004577761
"498",430.193551661456,"positive",5.4336312808612
"499",430.193533857172,"positive",13.7529971671707
"500",433.257291275497,"positive",2.70935370826431
"501",433.330699383648,"positive",1.75042410270909
"502",434.261152344939,"positive",2.79206397920283
"503",435.309854533057,"positive",2.04406196717751
"504",436.195986663804,"positive",1.38666509890083
"505",436.251600231529,"positive",1.35135844890931
"506",436.313352792408,"positive",1.46652724198893
"507",438.183965187535,"positive",4.02662438662924
"508",438.685569241226,"positive",3.70131972449479
"509",443.164631775233,"positive",2.90363655730718
"510",443.189473632355,"positive",2.96265281356751
"511",443.202202914838,"positive",1.35227068476706
"512",443.278505194493,"positive",6.23278965113779
"513",443.665953499854,"positive",2.59494247058454
